DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",,52 m²,Đã bàn giao,"55,77 triệu/m²",2 phòng,1 phòng,16,,,Bắc,Nam,
"Chung Cư Miếu Nỗi 18Tầng, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",,52 m²,Đã bàn giao,"55,77 triệu/m²",2 phòng,1 phòng,16,,,Bắc,Nam,
"Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",52 triệu,Masteri Centre Point,76 m²,Chưa bàn giao,684.211 đ/m²,2 phòng,,19,,,Đông Bắc,Tây Nam,
"Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","1,85 tỷ",Bàu Cát 2,50 m²,Đã bàn giao,37 triệu/m²,2 phòng,1 phòng,,Đã có sổ,,,,Căn góc
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,70 m²,Đã bàn giao,"35,71 triệu/m²",2 phòng,2 phòng,,,,,,
"Đoàn Văn Bơ, Phường 13, Quận 4, Tp Hồ Chí Minh","1,95 tỷ",,57 m²,Đã bàn giao,"34,21 triệu/m²",2 phòng,,4,,,,,
"Tỉnh Lộ 10, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",890 triệu,,44.4 m²,Chưa bàn giao,"20,05 triệu/m²",2 phòng,1 phòng,,,,,,
"Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh","3,1 tỷ",D-Aqua,70.62 m²,Chưa bàn giao,"43,9 triệu/m²",2 phòng,2 phòng,21,,,,Tây Bắc,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",9 tỷ,City Garden,145 m²,Đã bàn giao,"62,07 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",Centum Wealth Complex,70 m²,Đã bàn giao,27 triệu/m²,2 phòng,2 phòng,,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",MT Eastmark City,73.4 m²,Chưa bàn giao,"43,6 triệu/m²",2 phòng,2 phòng,,,,Đông,Tây,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,89 tỷ",Centum Wealth Complex,56 m²,Đã bàn giao,"33,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,232454 tỷ",De Capella,80 m²,Đã bàn giao,"65,41 triệu/m²",2 phòng,2 phòng,9,,,,Đông Bắc,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"37,74 triệu/m²",1 phòng,1 phòng,,,,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","4,2 tỷ",Wilton Tower,68 m²,Đã bàn giao,"61,76 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,05 tỷ",,68 m²,Đã bàn giao,"30,15 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nhà trống,,,
"118, Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,09 tỷ",Tân Hương Tower,71.3 m²,Đã bàn giao,"29,31 triệu/m²",2 phòng,2 phòng,15,,,,Đông Nam,
"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,4 tỷ",De Capella,80 m²,Đã bàn giao,55 triệu/m²,2 phòng,,,,,,,
"Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh","1,879 tỷ",,50 m²,Đã bàn giao,"37,58 triệu/m²",2 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","2,4 tỷ",Sky Garden 3,57 m²,Đã bàn giao,"42,11 triệu/m²",1 phòng,1 phòng,,,,Bắc,Nam,
"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,2 tỷ",,53 m²,Đã bàn giao,"79,25 triệu/m²",1 phòng,1 phòng,,,,Đông Nam,Tây Bắc,
"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,3 tỷ",Terra Mia Phạm Hùng Bình Chánh,68 m²,Đã bàn giao,"33,82 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nhà trống,,,
"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","9,5 tỷ",Sky Garden 1,300 m²,Đã bàn giao,"31,67 triệu/m²",3 phòng,3 phòng,,,,,Tây,Căn góc
"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",950 triệu,,40 m²,Chưa bàn giao,"23,75 triệu/m²",1 phòng,,,Đã có sổ,,,,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Centana Thủ Thiêm,55 m²,Chưa bàn giao,"49,09 triệu/m²",2 phòng,2 phòng,6,,,Tây Nam,,
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,55 tỷ",Homyland 3 (Homyland Riverside),107.15 m²,Đã bàn giao,"42,46 triệu/m²",3 phòng,3 phòng,15,,,,,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",Centum Wealth Complex,54 m²,Đã bàn giao,"46,3 triệu/m²",2 phòng,,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,35 tỷ",Sunrise CityView,70 m²,Đã bàn giao,"19,29 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","6,9 tỷ",,113 m²,Đã bàn giao,"61,06 triệu/m²",2 phòng,,,,,,,
"Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","2,156 tỷ",Terra Mia Phạm Hùng Bình Chánh,60 m²,Đã bàn giao,"35,93 triệu/m²",2 phòng,2 phòng,,,,Nam,Bắc,
"Đường Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2 tỷ,,74 m²,Chưa bàn giao,"27,03 triệu/m²",3 phòng,2 phòng,,,,,,
"171A, Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,64 tỷ",Carillon 1,65 m²,Đã bàn giao,"25,23 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Lavita Charm,68 m²,Đã bàn giao,"39,71 triệu/m²",2 phòng,2 phòng,,,,,,
"Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,45 tỷ",,58 m²,Đã bàn giao,25 triệu/m²,2 phòng,1 phòng,,,,,,
"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","3,19 tỷ",Oriental Plaza (Âu Cơ Tower),77 m²,Đã bàn giao,"41,43 triệu/m²",2 phòng,2 phòng,,,,,,
"Chunh cư Fresca Riverside, 6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",,60 m²,Chưa bàn giao,"35,83 triệu/m²",2 phòng,2 phòng,,,,,Đông Nam,
"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","3,2 tỷ",The Era Town (A1 Riverside),161 m²,Đã bàn giao,"19,88 triệu/m²",4 phòng,4 phòng,,,Nội thất cao cấp,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",The Origami – Vinhomes Grand Park,46 m²,Đã bàn giao,"46,74 triệu/m²",1 phòng,,13,,,,,
"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,2 tỷ",MT Eastmark City,99 m²,Chưa bàn giao,"42,42 triệu/m²",3 phòng,3 phòng,8,,,,Bắc,
"223, Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","1,7 tỷ",,78 m²,Đã bàn giao,"21,79 triệu/m²",2 phòng,2 phòng,,,,,,
"Fresca Riverside, Số 6 Phường Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 triệu",,60 m²,Đã bàn giao,36.667 đ/m²,2 phòng,2 phòng,8,,,,Đông Nam,
"Vành đai 3, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",,65.4 m²,Chưa bàn giao,"41,28 triệu/m²",2 phòng,,,,,Nam,,
"Đường 4, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",Moonlight Avenue,70 m²,Chưa bàn giao,"34,29 triệu/m²",2 phòng,,,,,,,
"Chung Cư Miếu Nỗi 18 Tầng 54, Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","2,9 tỷ",,52 m²,Đã bàn giao,"55,77 triệu/m²",2 phòng,1 phòng,16,,,Bắc,Nam,
"83, Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,42 tỷ",Terra Royal,71 m²,Đã bàn giao,20 triệu/m²,2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,5 tỷ",Saigon Riverside Complex Q7,69 m²,Đã bàn giao,"36,23 triệu/m²",2 phòng,,,,,,,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,5 tỷ",Căn hộ RichStar,91 m²,Đã bàn giao,"38,46 triệu/m²",3 phòng,2 phòng,,,,,,
"Trong Khu Công Viên Ánh Sáng, 530 Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,333333333 tỷ",,100 m²,Đã bàn giao,"53,33 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"47, 47 Số 47 Đường Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,725 tỷ",Sacomreal - Hòa Bình,80 m²,Đã bàn giao,"21,56 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 34/1A, Số 34/1A  Số 34/1A, Quốc lộ 1A, Phường Thới An, Quận 12, Thành phố Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,62 tỷ",Zen Tower,63 m²,Đã bàn giao,"25,71 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lô F, Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","2,2 tỷ",,54 m²,Đã bàn giao,"40,74 triệu/m²",2 phòng,1 phòng,3,,,,Tây Nam,
"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","1,53 tỷ",Conic Đông Nam Á,68 m²,Đã bàn giao,"22,5 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"Đường Số 10, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",42 tỷ,,200 m²,Chưa bàn giao,210 triệu/m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,Đã có sổ,,Tây Nam,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",25 tỷ,Celadon City,500 m²,Đã bàn giao,50 triệu/m²,7 phòng,,,,,,,
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","3,7 tỷ",M-One Nam Sài Gòn,94 m²,Đã bàn giao,"39,36 triệu/m²",3 phòng,,,,,,,Căn góc
"A17 09 cung cư số 4, Đường Phan Chu Trinh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",,62 m²,Đã bàn giao,"45,97 triệu/m²",2 phòng,1 phòng,17,,,,Bắc,
"Thiên Phước, Phường 15, Quận 11, Tp Hồ Chí Minh","1,99 tỷ",,55.7 m²,Đã bàn giao,"35,73 triệu/m²",1 phòng,1 phòng,2,,,,Đông Bắc,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,5 tỷ",Masteri Thảo Điền,65 m²,Đã bàn giao,"69,23 triệu/m²",2 phòng,,33,Đã có sổ,,,,
"Nguyễn Duy Trinh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,24 tỷ",,78 m²,Chưa bàn giao,"28,72 triệu/m²",3 phòng,,,,,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","5,1 tỷ",Vinhomes Central Park,82.8 m²,Đã bàn giao,"61,59 triệu/m²",2 phòng,2 phòng,,,,Đông,Tây,
"Số 6, D3A, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,5 tỷ",,240 m²,Chưa bàn giao,"131,25 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,4,,,Tây Bắc,Tây Bắc,
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,689 tỷ",The Origami – Vinhomes Grand Park,91 m²,Đã bàn giao,"51,53 triệu/m²",3 phòng,2 phòng,11,,,,Đông Nam,
"Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh","2,6 tỷ",The Pegasuite,60 m²,Đã bàn giao,"43,33 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,78 tỷ",Vinhomes Grand Park,46 m²,Đã bàn giao,"38,7 triệu/m²",1 phòng,,,,,,,
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",3 tỷ,Saigon Royal Residence,38 m²,Chưa bàn giao,"78,95 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","1,5 tỷ",Chung Cư 234 Phan Văn Trị,60 m²,Đã bàn giao,25 triệu/m²,2 phòng,2 phòng,,,,Đông,Đông,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,2 tỷ",Masteri Thảo Điền,93 m²,Đã bàn giao,"66,67 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"138, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,35 tỷ",,62 m²,Đã bàn giao,"21,77 triệu/m²",2 phòng,2 phòng,9,,,,,
"Chung Cư 43 Hồ văn huê, Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","2,13 tỷ",,48.3 m²,Đã bàn giao,"44,1 triệu/m²",2 phòng,1 phòng,4,,,,Đông Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Vinhomes Grand Park,51 m²,Đã bàn giao,"37,25 triệu/m²",1 phòng,1 phòng,16,,,Đông Nam,,
"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,85 tỷ",,61 m²,Đã bàn giao,"30,33 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",,105 m²,Chưa bàn giao,"42,86 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,,,,
"10, Thạnh lộc 27, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","1,2 tỷ",,45 m²,Đã bàn giao,"26,67 triệu/m²",2 phòng,1 phòng,10,,,,Đông Bắc,
"518, Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","2,85 tỷ",Chung cư 518 Võ Văn Kiệt,50 m²,Đã bàn giao,57 triệu/m²,2 phòng,2 phòng,3,,,Bắc,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,7 tỷ",Celadon City,65 m²,Đã bàn giao,"56,92 triệu/m²",2 phòng,2 phòng,,,Nội thất cao cấp,,,
"Đường 267B Ba Tơ, Phường 7, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",,68 m²,Đã bàn giao,"27,94 triệu/m²",2 phòng,1 phòng,2,,,,Đông Nam,
"Khu phố 3, Khu phố 3 Đường Song Hành, Phường An Phú,  Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","7,3 tỷ",Estella Heights,90 m²,Đã bàn giao,"81,11 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"205, Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","1,72 tỷ",Cao ốc RES 11 (Residence Eleven),72 m²,Đã bàn giao,"23,89 triệu/m²",2 phòng,,,,,,,
"NGUYỄN THỊ THẬP, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","6,668 tỷ",,125 m²,Đã bàn giao,"53,34 triệu/m²",3 phòng,3 phòng,19,,,,,
"Đường số 2, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",,54 m²,Chưa bàn giao,50 triệu/m²,2 phòng,,,,,,,
